index,atm_class,atm_name,atm_address,atm_latitude,atm_longitude
0,cajero-bancolombia,Cajero Bancolombia Éxito calle 170,Calle 172 # 41-63,4.755227223495202,-74.04406428337097
1,cajero-bancolombia,Cajero Bancolombia Centro Comercial Arizona,Carrera 58A # 167-58,4.75019501,-74.05977124
2,cajero-bancolombia,Cajero Bancolombia Calle 13,Calle 13 # 13-71,4.716252973,-74.21266285
3,cajero-bancolombia,Cajero Bancolombia Éxito Express Carrera 7 con 45,Carrera 7 # 45-19,4.6315828,-74.06427521
4,cajero-bancolombia,Cajero Automatico Bancolombia Exito Quirinal,Calle 60 # 56A-40,4.65386898794463,-74.0866244610878
5,cajero-bancolombia,Cajero Bancolombia Javeriana Calle 40,Calle 40 # 6-23,4.627009,-74.064537
6,cajero-bancolombia,Cajero Bancolombia Carrera 13 Con 13,Carrera 13 # 13-23,4.60325788212201,-74.0788878466658
7,cajero-bancolombia,Cajero Bancolombia El Retiro,Calle 82 # 11-75,4.665694,-74.0544181
8,cajero-bancolombia,Cajero Bancolombia Esquina Comercial Primera de Mayo,Carrera 9 # 73-44,4.6571539,-74.0560652
9,cajero-bancolombia,Cajero Bancolombia Éxito Express Carrera 19 con 145,Avenida 19 # 145-33,4.72740299,-74.04569869
10,cajero-bancolombia,Cajero Bancolombia Sucursal Puerta Grande,Calle 10 # 22-04,4.60632955,-74.08937199
11,cajero-bancolombia,Cajero Bancolombia Surtimax San Luis,Carrera 91 # 128D-34,4.72330004,-74.08948875
12,cajero-bancolombia,Cajero Bancolombia Laboratorios La Santé,Calle 17 # 32-34,4.61774221,-74.09193635
13,cajero-bancolombia,Cajero Bancolombia Sucursal Hayuelos,Calle 20 # 82-52,4.66272787,-74.13077496
14,cajero-bancolombia,Cajero Bancolombia Surtimax Villa Sonia,Carrera 39A # 34-24 Sur,4.59613161,-74.12175307
15,cajero-bancolombia,Cajero Bancolombia Carrera 4,Carrera 4 # 3-54,4.58951315966072,-74.0766532707402
16,cajero-bancolombia,Cajero Bancolombia Outlet Floresta,Carrera 69 # 98A-45,4.69133416139646,-74.0748322657223
17,cajero-bancolombia,Cajero Bancolombia Iserra 100,Transversal 55 # 98A-66,4.68758223,-74.0644708
18,cajero-bancolombia,Cajero Bancolombia Ciudad Salitre,Calle 25 # 68B-02,4.65453878,-74.10684171
19,cajero-bancolombia,Cajero Bancolombia Frigorífico San Martín,Carrera 86 # 15A-91,4.65699562,-74.13858166
20,cajero-bancolombia,Cajero Bancolombia Sucursal Ciudad Kennedy,Calle 35 Sur # 78-06,4.62376315,-74.14799214
21,cajero-bancolombia,Cajero Bancolombia Surtimax Bodeguita Codito,Carrera 7 # 187A-10,4.76377978,-74.02747372
22,cajero-bancolombia,Cajero Bancolombia Transmilenio Estación Jiménez,Calle 13 con Carrera 14,4.60390722,-74.07985297
23,cajero-bancolombia,Cajero Bancolombia Surtimax Tabora,Calle 72 # 78A-88,4.69245021,-74.10057011
24,cajero-bancolombia,Cajero Bancolombia Centro 93,Carrera 15 # 93-60,4.6774245439147,-74.0514741841561
25,cajero-bancolombia,Cajero Bancolombia Primera de Mayo,Carrera 69B # 26-35 Sur,4.61410207,-74.13566549
26,cajero-bancolombia,Cajero Bancolombia Surtimax Barrancas,Carrera 7D # 156-15,4.73235612,-74.02620116
27,cajero-bancolombia,Cajero Bancolombia Surtimax Avenida Rojas,Carrera 66A # 70-93,4.68213581,-74.09281668
28,cajero-bancolombia,Cajero Bancolombia Sucursal Titán,Carrera 72 # 80-94,4.695585196023805,-74.08618569374084
29,cajero-bancolombia,Cajero Bancolombia Unisur,Calle 3 # 29A-02,4.602668,-74.099434
30,cajero-bancolombia,Cajero Bancolombia Hall de Autoservicios Centro Mayor,Calle 38A Sur # 34D-50,4.5921939943468875,-74.12419259548187
31,cajero-bancolombia,Cajero Bancolombia Grupo Sachiel,Calle 170 # 20A-08,4.75070682,-74.04330508
32,cajero-bancolombia,Cajero Bancolombia Puente Aéreo,Calle 26 # 106-28,4.67854573,-74.14713752
33,cajero-bancolombia,Cajero Bancolombia Autotaxi,Calle 79 # 89A - 40,4.70391709,-74.10390115
34,cajero-bancolombia,Cajero Bancolombia Carulla Pablo VI,Carrera 40C # 53-50,4.6148575,-74.10959
35,cajero-bancolombia,Cajero Bancolombia Niza,Calle 125A # 54-36,4.71050126,-74.07532601
36,cajero-bancolombia,Cajero Bancolombia Suba,Calle 145 # 91-19,4.73771094,-74.08515005
37,cajero-bancolombia,Cajero Bancolombia Olímpica Cedritos,Calle 140 # 23-61,4.72397686,-74.05015719
38,cajero-bancolombia,Cajero Bancolombia Calima,Calle 19 # 28-80,4.61696809,-74.0866947
39,cajero-bancolombia,Cajero Bancolombia Oxxo Paloquemao,Carrera 30 # 18A-56,4.61752922,-74.08873373
40,cajero-bancolombia,Cajero Bancolombia Hacienda Santa Bárbara,Carrera 7 # 115-60,4.69354685,-74.03326095
41,cajero-bancolombia,Cajero Bancolombia Sucursal Banca Colombia Usaquén,Calle 114 # 6A-92,4.6920293,-74.03250832
42,cajero-bancolombia,Cajero Bancolombia Surtimax San Blas,Carrera 3 Este # 20A-19 Sur,4.56861619,-74.08589101
43,cajero-bancolombia,Cajero Bancolombia AON Risk Services,Carerra 11 # 86 - 35,4.66903312,-74.05078159
44,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Antiguo Country Calle 85,Calle 85 # 19A-24,4.67152513,-74.05802524
45,cajero-bancolombia,Cajero Bancolombia Multidimensionales,Calle 17F # 126-90,4.69095544,-74.15976231
46,cajero-bancolombia,Cajero Bancolombia Centro Financiero,Calle 71A # 6-11,4.65420636,-74.05472705
47,cajero-bancolombia,Cajero Bancolombia Pomona Calle 100,Calle 110 # 9B-80,4.69038207,-74.03758619
48,cajero-bancolombia,Cajero Bancolombia San Andresito de la 38,Calle 9 # 38-08,4.6159997,-74.1027707
49,cajero-bancolombia,Cajero Bancolombia Plaza Imperial,Avenida 104 # 148-07,4.750490692502044,-74.09469366073608
50,cajero-bancolombia,Cajero Bancolombia Surtimax San Cristóbal,Calle 163A # 8G-08,4.74037068,-74.0307832
51,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Calle 45,Carrera 14 # 45-02,4.63250914,-74.0674815
52,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Calle 95,Calle 95 # 13-55,4.67990754,-74.04812508
53,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Surtifruver Autonorte,Calle 164 # 23-40,4.74526114,-74.04663461
54,cajero-bancolombia,Cajero Bancolombia Transmilenio Estación Banderas,Calle 34 # 78G,4.6315265,-74.1463805
55,cajero-bancolombia,Cajero Bancolombia Suizo,Calle 17 # 129-11,4.69089291,-74.16493425
56,cajero-bancolombia,Cajero Bancolombia Surtimax Santa Lucía,Carrera 14 # 50-03 Sur,4.56771455,-74.12648995
57,cajero-bancolombia,Cajero Bancolombia Terminal de Carga Opain,Calle 26 # 111-91,4.6817239,-74.14997297
58,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Alhambra,Calle 116 # 53A-42,4.7009758,-74.06321452
59,cajero-bancolombia,Cajero Bancolombia Teleport,Calle 114 # 9-01,4.69152882,-74.03407296
60,cajero-bancolombia,Cajero Bancolombia Oxxo de las Nieves,Calle 20 # 7-41,4.6063943,-74.07138883
61,cajero-bancolombia,Cajero Bancolombia Plaza de las Américas,Transversal 71D # 06-94 Sur,4.619442789548298,-74.13515746593475
62,cajero-bancolombia,Cajero Bancolombia Sucursal Salitre,Calle 26 # 68B-31,4.65557401,-74.10546931
63,cajero-bancolombia,Cajero Bancolombia Centro Comercial Providencia,Calle 9 # 37-63,4.6148278,-74.10168017
64,cajero-bancolombia,Cajero Bancolombia Ciudad Tintal,Carrera 93 # 6B-50,4.6444071,-74.15014641
65,cajero-bancolombia,Cajero Bancolombia Consignatorio Paralelo 108,Carrera 45 # 108-27,4.69556893,-74.05617633
66,cajero-bancolombia,Cajero Bancolombia Éxito Express Calle 76 con 14,Calle 76 # 14-14,4.66259945,-74.05860901
67,cajero-bancolombia,Cajero Bancolombia Polo Club,Transversal 24 # 86A-46,4.647837,-74.073288
68,cajero-bancolombia,Cajero Bancolombia Surtimax Bodeguita El Socorro,Calle 49 Sur # 78-30,4.61094144,-74.16608715
69,cajero-bancolombia,Cajero Bancolombia Locatel Restrepo,Carrera 19 # 17-28 Sur,4.58584079,-74.10126788
70,cajero-bancolombia,Cajero - Bancolombia Éxito Country 2,Calle 134 # 14-51,4.71272547,-74.03298466
71,cajero-bancolombia,Cajero Bancolombia Servicios Postales Nacionales 4-72,Diagonal 25G # 95A-55,4.68162424,-74.12285775
72,cajero-bancolombia,Cajero Bancolombia Kennedy,Carrera 76 # 33A-24 Sur,4.62482969,-74.14817496
73,cajero-bancolombia,Cajero Bancolombia Sucursal Avenida 68,Carrera 67 # 95-63,4.6869555,-74.0720672
74,cajero-bancolombia,Cajero Bancolombia CP Suba,Carrera 92 # 140-44,4.73832976,-74.08555149
75,cajero-bancolombia,Cajero Bancolombia Hospital de Engativá,Transversal 100A # 80A-50,4.71169891,-74.11116006
76,cajero-bancolombia,Cajero Bancolombia Indega Bogotá,Calle 57B Sur # 73A-09,4.5994195,-74.16455192
77,cajero-bancolombia,Cajero Bancolombia Transmilenio Portal Tunal,Calle 56A Sur con Carrera 24,4.57249239,-74.13910922
78,cajero-bancolombia,Cajero Bancolombia Trinidad Galán,Calle 4B # 56-27,4.62156104,-74.11806006
79,cajero-bancolombia,Cajero Bancolombia Universidad de Los Andes,Carrera 1 # 18A-10,4.60142544,-74.06639443
80,cajero-bancolombia,Cajero Bancolombia Exxon Mobil El Triángulo,Avenida 7 # 59-47,4.644782,-74.061698
81,cajero-bancolombia,Cajero Bancolombia Autoservicios Centro Comercial La Gran Estación,Calle 26 # 62-47,4.647925644241863,-74.10150110721588
82,cajero-bancolombia,Cajero Bancolombia,Carrera 63 # 57G-47 Sur,4.59764313955,-74.1540778581
83,cajero-bancolombia,Cajero Bancolombia Éxito Calle 80,Carrera 59A # 79-30,4.67996944,-74.07413099
84,cajero-bancolombia,Cajero Bancolombia Éxito Las Nieves,Carrera 7 # 22-36,4.60821184,-74.07060231
85,cajero-bancolombia,Cajero Bancolombia Éxito Plaza de Bolívar,Carrera 7 # 11-30,4.59839032,-74.0752482
86,cajero-bancolombia,Cajero Bancolombia Éxito Express Carrera 15 con 100,Carrera 15 # 100-49,4.68662657,-74.04780733
87,cajero-bancolombia,Cajero Bancolombia Pomona Calle 102,Avenida 19 # 101-66,4.6866345,-74.05193778
88,cajero-bancolombia,Cajero Bancolombia EDS San Rafael,Transversal 46 # 5C-23,4.62162775,-74.10996896
89,cajero-bancolombia,Cajero Bancolombia Centro Mayor,Calle 38A Sur # 34D-50,4.5921939943468875,-74.12419259548187
90,cajero-bancolombia,Cajero Bancolombia Centro Comercial San Pedro Plaza,Calle 187 # 55A-40,4.76649088,-74.04927557
91,cajero-bancolombia,Cajero Bancolombia Centro Comercial Soacha 1,Carrera 7 # 12-54,4.59939751,-74.07463365
92,cajero-bancolombia,Cajero Bancolombia Colfecar,Calle 24 # 95A-80,4.67703569,-74.12986939
93,cajero-bancolombia,Cajero Bancolombia Comercial Papelera Santa Bárbara,Calle 122 # 15A-43,4.7008101,-74.04397987
94,cajero-bancolombia,Cajero Bancolombia Marly,Carrera 13 # 49-82,4.63660002,-74.06558252
95,cajero-bancolombia,Cajero Bancolombia Merque Fácil Calle 129,Calle 129 # 54A-09,4.71853665,-74.07178906
96,cajero-bancolombia,Cajero Bancolombia Morato,Calle 145 # 115-79,4.75144369731811,-74.1055850990095
97,cajero-bancolombia,Cajero Bancolombia Las Granjas,Calle 17 # 65B-99,4.63883469,-74.11480043
98,cajero-bancolombia,Cajero Bancolombia Olímpica Opain Nuevo Terminal de Carga,Calle 26 # 106-39,4.67847587,-74.14726751
99,cajero-bancolombia,Cajero Bancolombia Surtifruver Chicó,Calle 90 # 17-58,4.6753732,-74.05475266
100,cajero-bancolombia,Cajero Bancolombia Meals de Colombia,Carrera 70 # 98-09,4.6929117,-74.07726584
101,cajero-bancolombia,Cajero Bancolombia Centro Empresarial 128,Carrera 7 # 127-48,4.70258804,-74.02847486
102,cajero-bancolombia,Cajero Bancolombia Éxito Villamayor,Calle 38A Sur # 34D-50,4.5927179,-74.12305355
103,cajero-bancolombia,Cajero Bancolombia Sucursal Ciudadela Empresarial,Calle 26 # 59-51,4.64591932,-74.09925704
104,cajero-bancolombia,Cajero Bancolombia Surtimax La Paz Marsella,Calle 62 Sur # 85B-57,4.61848685,-74.18899474
105,cajero-bancolombia,Cajero Bancolombia Centro de Pagos San Martín,Carrera 7 # 31-42,4.61770316,-74.06849429
106,cajero-bancolombia,Cajero Bancolombia Éxito Nuevo Kennedy,Carrera 78K # 37A-53 Sur,4.62344987,-74.15398913
107,cajero-bancolombia,Cajero Bancolombia Kellogs de Colombia,Calle 17 # 68-95,4.64049241,-74.11674933
108,cajero-bancolombia,Cajero Bancolombia Metro 127,Carrera 15 con Calle 127,4.70427083,-74.04260761
109,cajero-bancolombia,Cajero Bancolombia Sucursal La Castellana,Carrera 49B # 94-52,4.68305443,-74.06250499
110,cajero-bancolombia,Cajero Bancolombia Sucursal Normandía,Carrera 73A # 52B-68,4.67337412,-74.10873728
111,cajero-bancolombia,Cajero Bancolombia Sucursal UGI,Carrera 13 # 39-35,4.62741273,-74.06726671
112,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Calle 93,Carrera 15 # 93-47,4.67707002,-74.05186646
113,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Caracas con 49,Carrera 14 # 49-55,4.63676779,-74.06709998
114,cajero-bancolombia,Cajero Bancolombia Uniandes,Calle 19 # 1-96 Este,4.60261278,-74.06521397
115,cajero-bancolombia,Cajero Bancolombia Unicentro de Occidente,Carrera 111C # 86-05,4.723562415278765,-74.11441326141357
116,cajero-bancolombia,Cajero Bancolombia Centro Comercial Palma Real Finagro,Calle 28 # 13-22,4.61568155,-74.07008829
117,cajero-bancolombia,Cajero Bancolombia Salitre Plaza,Carrera 68B # 24-39,4.654053023867937,-74.11002516746521
118,cajero-bancolombia,Cajero Bancolombia Centro Comercial Unilago,Carrera 15 # 78-33,4.66472587,-74.05816245
119,cajero-bancolombia,Cajero Bancolombia Éxito Express Calle 90 con 12,Calle 90 # 12-65,4.67296352,-74.05048416
120,cajero-bancolombia,Cajero Bancolombia Antiguo Country,Carrera 16A # 84-93,4.6696357,-74.05694655
121,cajero-bancolombia,Cajero Bancolombia Calle 101,Avenida 19 # 101 - 91,4.687758,-74.051887
122,cajero-bancolombia,Cajero Bancolombia Calle 13,Calle 13 # 37-51,4.618967,-74.097345
123,cajero-bancolombia,Cajero Bancolombia Terpel Calle 80,Calle 80 # 68H-39,4.68439,-74.080131
124,cajero-bancolombia,Cajero Bancolombia DirecTV Colombia Ltda.,Carrera 45 # 103-60,4.690597,-74.056242
125,cajero-bancolombia,Cajero Bancolombia Genfar,Calle 20A # 44-70,4.62934,-74.100761
126,cajero-bancolombia,Cajero Bancolombia INCODER,Calle 43 # 57-41,4.646273,-74.095322
127,cajero-bancolombia,Cajero Bancolombia Sucursal Toberín,Avenida 13 # 163A-74,4.74504855685814,-74.0470498861471
128,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Corferias,Carrera 33 # 25C-28,4.6291666,-74.08419596
129,cajero-bancolombia,Cajero Bancolombia Tienda Metro Floresta,Carrera 69 # 98A-11,4.69116827,-74.07509084
130,cajero-bancolombia,Cajero Bancolombia Transmilenio Portal Usme,Carrera 14 con Calles 65 y 68 Sur,4.53159,-74.119016
131,cajero-bancolombia,Cajero Bancolombia Surtimax Britalia,Calle 46 # 26-81,4.6248876,-74.171454
132,cajero-bancolombia,Cajero Bancolombia Punto La 72,Calle 72 # 86-60,4.69625604,-74.10633583
133,cajero-bancolombia,Cajero Bancolombia Jumbo Bulevar,Carrera 58 # 127-59,4.71168612,-74.0702637
134,cajero-bancolombia,Cajero Bancolombia Ministerio de Transportes,Transversal 45 # 47-14,4.65040105,-74.092328
135,cajero-bancolombia,Cajero Bancolombia Oxxo Palermo,Carrera 16 # 44-42,4.63233307,-74.06971143
136,cajero-bancolombia,Cajero Bancolombia Sucursal 20 de Julio,Calle 25 Sur # 6-27,4.57026874,-74.09395379
137,cajero-bancolombia,Cajero Bancolombia Carulla Express Calle 90,Carrera 11 # 90-49,4.67239157,-74.04879521
138,cajero-bancolombia,Cajero Bancolombia Surtimax Versalles,Carrera 100 # 23F-17,4.67962087,-74.13663506
139,cajero-bancolombia,Cajero Bancolombia Universidad del Rosario,Carrera 24 # 63C-69,4.65400938,-74.07205381
140,cajero-bancolombia,Cajero Bancolombia Supermercado Arco Iris,Carrera 72 # 68B-72,4.68321218,-74.09748436
141,cajero-bancolombia,Cajero Bancolombia Alkosto 68,Carrera 68 # 72-43,4.679685,-74.085855
142,cajero-bancolombia,Cajero Bancolombia Hall de Autoservicios Tintal Plaza,Carrera 86 # 6-37,4.64109092,-74.15593706
143,cajero-bancolombia,Cajero Automatico Bancolombia Exito Unicentro,Carrera 15 # 127-23,4.70471896706347,-74.0429131663914
144,cajero-bancolombia,Cajero Bancolombia Calle 13,Calle 13 # 9-73,4.58436307426291,-74.212135936144
145,cajero-bancolombia,Cajero Bancolombia Carulla Castilla,Carrera 77 # 8A-95,4.63992222,-74.14034809
146,cajero-bancolombia,Cajero Bancolombia Carulla Ciudad Jardín,Carrera 13 # 16-48 Sur,4.58234206,-74.09695641
147,cajero-bancolombia,Cajero Bancolombia Carulla Express Calle 123 con 19,Avenida 19 # 123-86,4.70400824,-74.04886565
148,cajero-bancolombia,Cajero Bancolombia Carulla Express Carolina,Calle 127 # 13-12,4.70421661,-74.03927709
149,cajero-bancolombia,Cajero Bancolombia Granada Hills,Carrera 45 # 146-48,4.72904973,-74.04973047
150,cajero-bancolombia,Cajero Bancolombia Carulla Quinta Camacho,Carrera 10 # 70-37,4.65490358,-74.05951997
151,cajero-bancolombia,Cajero Bancolombia Ecoplaza,Carrera 3 # 15A-57,4.712165202,-74.2215525
152,cajero-bancolombia,Cajero Bancolombia Carulla San Nicolás,Calle 116 # 70F-43,4.69860421,-74.07514576
153,cajero-bancolombia,Cajero Bancolombia Casa Toro,Calle 13 # 50-31,4.69577278,-74.07340354
154,cajero-bancolombia,Cajero Bancolombia Sur Bosa,Calle 65 Sur # 78L-53,4.60570599,-74.18408773
155,cajero-bancolombia,Cajero Bancolombia CRPM Occidente,Calle 80 # 69-40,4.68729319,-74.08143335
156,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Calle 53,Calle 53 # 13-40,4.64033384,-74.06529138
157,cajero-bancolombia,Cajero Bancolombia Papelera Calle 140,Carrera 16 # 140-04,4.72181517,-74.04222548
158,cajero-bancolombia,Cajero Bancolombia San Luis,Diagonal 63 # 17-15,4.64982234,-74.06773686
159,cajero-bancolombia,Cajero Bancolombia Sucursal Calle 92,Calle 92 # 15-80,4.67624197,-74.05274028
160,cajero-bancolombia,Cajero Bancolombia Oxxo Primavera,Calle 79 # 89A-40,4.70391709,-74.10390115
161,cajero-bancolombia,Cajero Bancolombia Pasaje Hatonuevo,Diagonal 56A Bis Sur # 82A-70,4.61813574,-74.18218724
162,cajero-bancolombia,Cajero Bancolombia Centro Nacional del Ahorro,Carrera 65 # 11-83,4.63246561,-74.11648596
163,cajero-bancolombia,Cajero Bancolombia Éxito Express Avenida 19 con 106,Carrera 19 # 106-25,4.69290095,-74.0510465
164,cajero-bancolombia,Cajero Bancolombia Centro de Diseño Portobelo,Calle 93B # 11A-84,4.67699235,-74.04771475
165,cajero-bancolombia,Cajero Bancolombia Centrodiesel,Calle 13 # 68B-11,4.63862239,-74.12069488
166,cajero-bancolombia,Cajero Bancolombia Centro Comercial Puerto Lopez,Carrera 38 # 10-90,4.61686714,-74.10181556
167,cajero-bancolombia,Cajero Bancolombia Éxito Express Carrera 19 con Calle 97,Carrera 19 # 97-15,4.68417015,-74.05249731
168,cajero-bancolombia,Cajero Bancolombia Primavera,Calle 80 # 89-24,4.70417348,-74.10288597
169,cajero-bancolombia,Cajero Bancolombia Carulla Autopista 184,Avenida 13 # 183-86,4.76044420355208,-74.0445246710124
170,cajero-bancolombia,Cajero Bancolombia Colsubsidio,Carrera 24 # 62-50,4.65036429,-74.07248486
171,cajero-bancolombia,Cajero Bancolombia Olímpica Modelo,Carrera 57 # 67C-10,4.66810601,-74.07996401
172,cajero-bancolombia,Cajero Bancolombia Proquinal,Calle 11A # 34-50,4.61501814,-74.09761411
173,cajero-bancolombia,Cajero Bancolombia Tienda Metro 20 de Julio,Carrera 10 # 30C-20 Sur,4.57030763,-74.09934255
174,cajero-bancolombia,Cajero Bancolombia Codabas,Carrera 7 # 180-75,4.75685409,-74.02517666
175,cajero-bancolombia,Cajero Bancolombia Sucursal Calle 100,Calle 100 # 16-64,4.68556512,-74.04920385
176,cajero-bancolombia,Cajero Bancolombia Texaco El Polo,Carrera 24 Calle 80,4.6691911,-74.06326764
177,cajero-bancolombia,Cajero Bancolombia Éxito Express Corferias,Calle 43 # 24-05,4.63301984,-74.07598251
178,cajero-bancolombia,Cajero Bancolombia Oxxo Andino,Calle 82 # 11-15,4.66679678,-74.05236623
179,cajero-bancolombia,Cajero Bancolombia Organización Terpel,Carrera 7 # 75-67,4.65802805,-74.05359276
180,cajero-bancolombia,Cajero Bancolombia Oxxo Piloto,Carrera 13 # 45-18,4.63231818,-74.06632526
181,cajero-bancolombia,Cajero Bancolombia Sucursal Calle 122,Calle 122 # 18-61,4.70136697,-74.04722011
182,cajero-bancolombia,Cajero Bancolombia Hall de Autoservicios Edificio San José,Carrera 7 # 82-23,4.66333653,-74.0486051
183,cajero-bancolombia,Cajero Bancolombia Merque Fácil Leon XIII,Calle 11 # 11-105 Sur,4.58352486,-74.09113983
184,cajero-bancolombia,Cajero Bancolombia Oxxo Javeriana,Carrera 7 # 41-03,4.62871035,-74.06517099
185,cajero-bancolombia,Cajero Bancolombia Pan Pa Ya Carrera 11,Carrera 11 # 85-09,4.66801076,-74.0514978
186,cajero-bancolombia,Cajero Bancolombia Sucursal Mercantil,Carrera 7 # 19-29,4.6055333,-74.07158343
187,cajero-bancolombia,Cajero Bancolombia VillaLuz,Carrea 73A # 52B-68,4.67338978,-74.10872513
188,cajero-bancolombia,Cajero Bancolombia Papelera Calle 98,Calle 98 # 15-52,4.68320742,-74.04885661
189,cajero-bancolombia,Cajero Bancolombia Royal & Sun Alliance,Avenida 19 # 104-37,4.69087877,-74.05137779
190,cajero-bancolombia,Cajero Bancolombia Carulla Suba,Carrera 92 # 147B-68,4.74290481,-74.0845688
191,cajero-bancolombia,Cajero Bancolombia Éxito San Martín,Carrera 7 # 32-62,4.61902362,-74.06796953
192,cajero-bancolombia,Cajero Bancolombia Surtimax Condado Castilla,Calle 7A Bis # 78B-12,4.63564769,-74.14460842
193,cajero-bancolombia,Cajero Bancolombia Surtimax San Fernando,Calle 68 # 56B-44,4.66807346,-74.07931032
194,cajero-bancolombia,Cajero Bancolombia Tienda Metro Express Calle 148,Avenida 19 # 148-38,4.73077945,-74.04495797
195,cajero-bancolombia,Cajero Bancolombia Hotel Marriot Bogotá,Calle 73 # 8-60,4.65687045,-74.05579405
196,cajero-bancolombia,Cajero Bancolombia Centro Comercial Puertagrande,Calle 11 # 23-12,4.60760449,-74.08930906
197,cajero-bancolombia,Cajero Bancolombia Esso Avenida Quintas,Calle 71 # 3A-07 Sur,4.520554,-74.123128
198,cajero-bancolombia,Cajero Bancolombia IBM,Carrera 53 # 100-25,4.689095,-74.06324
199,cajero-bancolombia,Cajero Bancolombia Ley Niza,Calle 120 # 60-31,4.70594168,-74.07127927
200,cajero-bancolombia,Cajero Bancolombia Carulla Cortijo,Carrera 116A # 82-16,4.72646917,-74.12010576
201,cajero-bancolombia,Cajero Bancolombia Carulla Express Cedritos,Calle 147 # 12-13,4.72650912,-74.03501895
202,cajero-bancolombia,Cajero Bancolombia Ciudad Tunal,Calle 47B Sur # 24B-33,4.578280451806915,-74.13027048110962
203,cajero-bancolombia,Cajero Bancolombia Homecenter,Avenida El Dorado # 83-16,4.67594540819206,-74.1182368608634
204,cajero-bancolombia,Cajero Bancolombia Éxito Calle 51,Carrera 15 # 51-45,4.63883279,-74.06769318
205,cajero-bancolombia,Cajero Bancolombia Éxito Express Hérores,Carrera 19A # 79-90,4.66714983,-74.05977555
206,cajero-bancolombia,Cajero Bancolombia Éxito Express Lourdes,Carrera 13 # 63A-57,4.65024439,-74.06346091
207,cajero-bancolombia,Cajero Bancolombia Protección,Carrera 68D # 18-73,4.64467539,-74.11825936
208,cajero-bancolombia,Cajero Bancolombia Sucursal Calle 1,Calle 1 # 17A-44,4.59242966,-74.09029368
209,cajero-bancolombia,Cajero Bancolombia Sucursal Milenio Plaza,Carrera 86 # 42B-51,4.67519283,-74.12287971
210,cajero-bancolombia,Cajero Bancolombia Surtimax Bodeguita Trebolis,Calle 50 Sur # 93D-98,4.63812,-74.1835712
211,cajero-bancolombia,Cajero Bancolombia Surtimax Nueva Roma,Calle 57A # 77K-91 Sur,4.60685116,-74.17198154
212,cajero-bancolombia,Cajero Bancolombia Local Portal 80,Transversal 100A # 80A-20,4.71007917206986,-74.11040604114532
213,cajero-bancolombia,Cajero Bancolombia Santa Librada,Avenida Primera 1 # 74B - 34 Sur,4.58093584,-74.07798849
214,cajero-bancolombia,Cajero Bancolombia Carulla Alhambra,Transversal 33C # 114A-28,4.69883077,-74.05776232
215,cajero-bancolombia,Cajero Bancolombia Carulla Super K Pontevedra,Carrera 72 # 98A,4.69889382,-74.08207094
216,cajero-bancolombia,Cajero Bancolombia Locatel Cedritos,Carrera 9 # 139-47,4.71668415,-74.03264696
217,cajero-bancolombia,Cajero Bancolombia Carulla Soledad,Carrera 24 # 41-43,4.63168764,-74.07509983
218,cajero-bancolombia,Cajero Bancolombia Gran Estación,Calle 26 # 62-47,4.647925644241863,-74.10150110721588
219,cajero-bancolombia,Cajero Bancolombia Cedro Bolivar,Transversal 30 # 147-68,4.73204094,-74.04484688
220,cajero-bancolombia,Cajero Bancolombia Locatel Chapinero,Carrera 13 # 51-57,4.63848706,-74.06541832
221,cajero-bancolombia,Cajero Bancolombia Carulla Colina,Calle 138 # 45-67,4.72351842,-74.05176838
222,cajero-bancolombia,Cajero Bancolombia Calle 22,Calle 22 # 32A-43,4.62232015,-74.08849058
223,cajero-bancolombia,Cajero Bancolombia Plaza Ventura,Calle 130 # 50-20,4.71696137923351,-74.0568637275264
224,cajero-bancolombia,Cajero Bancolombia Telmex Torre Squadra,Carrera 7 # 63-44,4.64794705,-74.05961502
225,cajero-bancolombia,Cajero Bancolombia Local Parque Nacional,Carrera 13 # 40-70,4.62816725,-74.06700602
226,cajero-bancolombia,Cajero Bancolombia Arrecife,Calle 26 # 69D - 91,4.66107481,-74.10898735
227,cajero-bancolombia,Cajero Bancolombia Bosa San Javier,Carrera 87C # 66A - 03 Sur,4.62195449,-74.19285559
228,cajero-bancolombia,Cajero Bancolombia Carulla Villa del Prado,Carrera 52A # 170-75,4.75307842,-74.05303142
229,cajero-bancolombia,Cajero Bancolombia Éxito Chapinero,Calle 52 # 13-70,4.63930163,-74.06561338
230,cajero-bancolombia,Cajero Bancolombia Oficina Business Park,Calle 87 # 10-96,4.66970906,-74.0494059
231,cajero-bancolombia,Cajero Bancolombia Sucursal Teleport,Calle 114 # 9-45,4.69162809,-74.03438585
232,cajero-bancolombia,Cajero Bancolombia Centro Comercial San Rafael,Calle 134 # 55-30,4.72246759,-74.06193151
233,cajero-bancolombia,Cajero Bancolombia Nalsani,Carrera 43A # 20C-55,4.62894945,-74.09790755
